"Date","Depth","NH4_interp","NO3NO2_interp","SRP_interp","NO3NO2inf_interp","NH4inf_interp","SRPinf_interp"
2014-05-10,6,NA,NA,NA,13,6.66666666666667,1.16666666666667
2014-05-10,6.2,12.1666666666667,2,1.33333333333333,13,6.66666666666667,1.16666666666667
2014-05-10,8,15.8333333333333,4.66666666666667,1.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,9,11.6666666666667,3,1.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,9.3,NA,NA,NA,13,6.66666666666667,1.16666666666667
2014-05-12,0.1,4,0,2,13,5,1
2014-05-12,1,7,2,2,13,5,1
2014-05-12,1.6,7,2,2,13,5,1
2014-05-12,2.8,6,1,1,13,5,1
2014-05-12,3.8,9,2,2,13,5,1
2014-05-12,5,12,1,1,13,5,1
2014-05-12,5.2,NA,NA,NA,13,5,1
2014-05-12,5.5,NA,NA,NA,13,5,1
2014-05-12,5.8,NA,NA,NA,13,5,1
2014-05-12,6,NA,NA,NA,13,5,1
2014-05-12,6.2,11,2,1,13,5,1
2014-05-12,8,15,5,1,13,5,1
2014-05-12,9,10,3,1,13,5,1
2014-05-12,9.3,NA,NA,NA,13,5,1
2014-05-14,0.1,4,0.666666666666667,2.33333333333333,13.3333333333333,7,2
2014-05-14,1,6,1.66666666666667,2.33333333333333,13.3333333333333,7,2
2014-05-14,1.6,7,2,2.33333333333333,13.3333333333333,7,2
2014-05-14,2.8,6,4.66666666666667,1.66666666666667,13.3333333333333,7,2
2014-05-14,3.8,8.66666666666667,2,2.33333333333333,13.3333333333333,7,2
2014-05-14,5,10.3333333333333,1,1.66666666666667,13.3333333333333,7,2
2014-05-14,5.2,NA,NA,NA,13.3333333333333,7,2
2014-05-14,5.5,NA,NA,NA,13.3333333333333,7,2
2014-05-14,5.8,NA,NA,NA,13.3333333333333,7,2
2014-05-14,6,NA,NA,NA,13.3333333333333,7,2
2014-05-14,6.2,9.33333333333333,2,1.66666666666667,13.3333333333333,7,2
2014-05-14,8,12,4,1.66666666666667,13.3333333333333,7,2
2014-05-14,9,9.66666666666667,3,2,13.3333333333333,7,2
2014-05-14,9.3,NA,NA,NA,13.3333333333333,7,2
2014-05-15,0.1,4,1.33333333333333,2.66666666666667,13.6666666666667,9,3
2014-05-15,1,5,1.33333333333333,2.66666666666667,13.6666666666667,9,3
2014-05-15,1.6,7,2,2.66666666666667,13.6666666666667,9,3
2014-05-15,2.8,6,8.33333333333333,2.33333333333333,13.6666666666667,9,3
2014-05-15,3.8,8.33333333333333,2,2.66666666666667,13.6666666666667,9,3
2014-05-15,5,8.66666666666667,1,2.33333333333333,13.6666666666667,9,3
2014-05-15,5.2,NA,NA,NA,13.6666666666667,9,3
2014-05-15,5.5,NA,NA,NA,13.6666666666667,9,3
2014-05-15,5.8,NA,NA,NA,13.6666666666667,9,3
2014-05-15,6,NA,NA,NA,13.6666666666667,9,3
2014-05-15,6.2,7.66666666666667,2,2.33333333333333,13.6666666666667,9,3
2014-05-15,8,9,3,2.33333333333333,13.6666666666667,9,3
2014-05-15,9,9.33333333333333,3,3,13.6666666666667,9,3
2014-05-15,9.3,NA,NA,NA,13.6666666666667,9,3
2014-05-19,0.1,4,2,3,14,11,4
2014-05-19,1,4,1,3,14,11,4
2014-05-19,1.6,7,2,3,14,11,4
2014-05-19,2.8,6,12,3,14,11,4
2014-05-19,3.8,8,2,3,14,11,4
2014-05-19,5,7,1,3,14,11,4
2014-05-19,5.2,NA,NA,NA,14,11,4
2014-05-19,5.5,NA,NA,NA,14,11,4
2014-05-19,5.8,NA,NA,NA,14,11,4
2014-05-19,6,NA,NA,NA,14,11,4
2014-05-19,6.2,6,2,3,14,11,4
2014-05-19,8,6,2,3,14,11,4
2014-05-19,9,9,3,4,14,11,4
2014-05-19,9.3,NA,NA,NA,14,11,4
2014-05-22,0.1,5.5,2,4,15,9.5,4
2014-05-22,1,5,2.5,3.5,15,9.5,4
2014-05-22,1.6,7,2,3,15,9.5,4
2014-05-22,2.8,6.5,6.5,2.5,15,9.5,4
2014-05-22,3.8,7,2,3,15,9.5,4
2014-05-22,5,8,1,3,15,9.5,4
2014-05-22,5.2,NA,NA,NA,15,9.5,4
2014-05-22,5.5,NA,NA,NA,15,9.5,4
2014-05-22,5.8,NA,NA,NA,15,9.5,4
2014-05-22,6,NA,NA,NA,15,9.5,4
2014-05-22,6.2,8.5,2,3,15,9.5,4
2014-05-22,8,6.5,2,2.5,15,9.5,4
2014-05-22,9,9,3,3.5,15,9.5,4
2014-05-22,9.3,NA,NA,NA,15,9.5,4
2014-05-26,0.1,7,2,5,16,8,4
2014-05-26,1,6,4,4,16,8,4
2014-05-26,1.6,7,2,3,16,8,4
2014-05-26,2.8,7,1,2,16,8,4
2014-05-26,3.8,6,2,3,16,8,4
2014-05-26,5,9,1,3,16,8,4
2014-05-26,5.2,NA,NA,NA,16,8,4
2014-05-26,5.5,NA,NA,NA,16,8,4
2014-05-26,5.8,NA,NA,NA,16,8,4
2014-05-26,6,NA,NA,NA,16,8,4
2014-05-26,6.2,11,2,3,16,8,4
2014-05-26,8,7,2,2,16,8,4
2014-05-26,9,9,3,3,16,8,4
2014-05-26,9.3,NA,NA,NA,16,8,4
2014-05-28,0.1,6,3,4.5,20.5,10,4.5
2014-05-28,1,9.5,4,5,20.5,10,4.5
2014-05-28,1.6,9.5,2.5,3.5,20.5,10,4.5
2014-05-28,2.8,8.5,1.5,3,20.5,10,4.5
2014-05-28,3.8,6,2,3.5,20.5,10,4.5
2014-05-28,5,8,2,3.5,20.5,10,4.5
2014-05-28,5.2,NA,NA,NA,20.5,10,4.5
2014-05-28,5.5,NA,NA,NA,20.5,10,4.5
2014-05-28,5.8,NA,NA,NA,20.5,10,4.5
2014-05-28,6,NA,NA,NA,20.5,10,4.5
2014-05-28,6.2,11.5,3,3.5,20.5,10,4.5
2014-05-28,8,7,2.5,3,20.5,10,4.5
2014-05-28,9,9,2.5,3,20.5,10,4.5
2014-05-28,9.3,NA,NA,NA,20.5,10,4.5
2014-06-02,0.1,5,4,4,25,12,5
2014-06-02,1,13,4,6,25,12,5
2014-06-02,1.6,12,3,4,25,12,5
2014-06-02,2.8,10,2,4,25,12,5
2014-06-02,3.8,6,2,4,25,12,5
2014-06-02,5,7,3,4,25,12,5
2014-06-02,5.2,NA,NA,NA,25,12,5
2014-06-02,5.5,NA,NA,NA,25,12,5
2014-06-02,5.8,NA,NA,NA,25,12,5
2014-06-02,6,NA,NA,NA,25,12,5
2014-06-02,6.2,12,4,4,25,12,5
2014-06-02,8,7,3,4,25,12,5
2014-06-02,9,9,2,3,25,12,5
2014-06-02,9.3,NA,NA,NA,25,12,5
2014-06-03,0.1,5.2,3.6,4.2,29.8,12.4,6
2014-06-03,1,12.4,3.8,9,29.8,12.4,6
2014-06-03,1.6,9.8,3.2,4.4,29.8,12.4,6
2014-06-03,2.8,9.6,2.2,4,29.8,12.4,6
2014-06-03,3.8,5.8,1.8,3.8,29.8,12.4,6
2014-06-03,5,12.4,3.4,4.4,29.8,12.4,6
2014-06-03,5.2,NA,NA,NA,29.8,12.4,6
2014-06-03,5.5,NA,NA,NA,29.8,12.4,6
2014-06-03,5.8,NA,NA,NA,29.8,12.4,6
2014-06-03,6,NA,NA,NA,29.8,12.4,6
2014-06-03,6.2,15.2,4,4.4,29.8,12.4,6
2014-06-03,8,19.8,3.4,4,29.8,12.4,6
2014-06-03,9,16.6,16.4,3,29.8,12.4,6
2014-06-03,9.3,NA,NA,NA,29.8,12.4,6
2014-06-04,0.1,5.4,3.2,4.4,34.6,12.8,7
2014-06-04,1,11.8,3.6,12,34.6,12.8,7
2014-06-04,1.6,7.6,3.4,4.8,34.6,12.8,7
2014-06-04,2.8,9.2,2.4,4,34.6,12.8,7
2014-06-04,3.8,5.6,1.6,3.6,34.6,12.8,7
2014-06-04,5,17.8,3.8,4.8,34.6,12.8,7
2014-06-04,5.2,NA,NA,NA,34.6,12.8,7
2014-06-04,5.5,NA,NA,NA,34.6,12.8,7
2014-06-04,5.8,NA,NA,NA,34.6,12.8,7
2014-06-04,6,NA,NA,NA,34.6,12.8,7
2014-06-04,6.2,18.4,4,4.8,34.6,12.8,7
2014-06-04,8,32.6,3.8,4,34.6,12.8,7
2014-06-04,9,24.2,30.8,3,34.6,12.8,7
2014-06-04,9.3,NA,NA,NA,34.6,12.8,7
2014-06-05,0.1,5.6,2.8,4.6,39.4,13.2,8
2014-06-05,1,11.2,3.4,15,39.4,13.2,8
2014-06-05,1.6,5.4,3.6,5.2,39.4,13.2,8
2014-06-05,2.8,8.8,2.6,4,39.4,13.2,8
2014-06-05,3.8,5.4,1.4,3.4,39.4,13.2,8
2014-06-05,5,23.2,4.2,5.2,39.4,13.2,8
2014-06-05,5.2,NA,NA,NA,39.4,13.2,8
2014-06-05,5.5,NA,NA,NA,39.4,13.2,8
2014-06-05,5.8,NA,NA,NA,39.4,13.2,8
2014-06-05,6,NA,NA,NA,39.4,13.2,8
2014-06-05,6.2,21.6,4,5.2,39.4,13.2,8
2014-06-05,8,45.4,4.2,4,39.4,13.2,8
2014-06-05,9,31.8,45.2,3,39.4,13.2,8
2014-06-05,9.3,NA,NA,NA,39.4,13.2,8
2014-06-06,0.1,5.8,2.4,4.8,44.2,13.6,9
2014-06-06,1,10.6,3.2,18,44.2,13.6,9
2014-06-06,1.6,3.2,3.8,5.6,44.2,13.6,9
2014-06-06,2.8,8.4,2.8,4,44.2,13.6,9
2014-06-06,3.8,5.2,1.2,3.2,44.2,13.6,9
2014-06-06,5,28.6,4.6,5.6,44.2,13.6,9
2014-06-06,5.2,NA,NA,NA,44.2,13.6,9
2014-06-06,5.5,NA,NA,NA,44.2,13.6,9
2014-06-06,5.8,NA,NA,NA,44.2,13.6,9
2014-06-06,6,NA,NA,NA,44.2,13.6,9
2014-06-06,6.2,24.8,4,5.6,44.2,13.6,9
2014-06-06,8,58.2,4.6,4,44.2,13.6,9
2014-06-06,9,39.4,59.6,3,44.2,13.6,9
2014-06-06,9.3,NA,NA,NA,44.2,13.6,9
2014-06-09,0.1,6,2,5,49,14,10
2014-06-09,1,10,3,21,49,14,10
2014-06-09,1.6,1,4,6,49,14,10
2014-06-09,2.8,8,3,4,49,14,10
2014-06-09,3.8,5,1,3,49,14,10
2014-06-09,5,34,5,6,49,14,10
2014-06-09,5.2,NA,NA,NA,49,14,10
2014-06-09,5.5,NA,NA,NA,49,14,10
2014-06-09,5.8,NA,NA,NA,49,14,10
2014-06-09,6,NA,NA,NA,49,14,10
2014-06-09,6.2,28,4,6,49,14,10
2014-06-09,8,71,5,4,49,14,10
2014-06-09,9,47,74,3,49,14,10
2014-06-09,9.3,NA,NA,NA,49,14,10
2014-06-12,0.1,20,2.5,5,42.5,11.5,8
2014-06-12,1,13.5,3,33.5,42.5,11.5,8
2014-06-12,1.6,7,4,5,42.5,11.5,8
2014-06-12,2.8,7,2.5,3.5,42.5,11.5,8
2014-06-12,3.8,6.5,2.5,3.5,42.5,11.5,8
2014-06-12,5,30.5,4.5,12.5,42.5,11.5,8
2014-06-12,5.2,NA,NA,NA,42.5,11.5,8
2014-06-12,5.5,NA,NA,NA,42.5,11.5,8
2014-06-12,5.8,NA,NA,NA,42.5,11.5,8
2014-06-12,6,NA,NA,NA,42.5,11.5,8
2014-06-12,6.2,35,4,5,42.5,11.5,8
2014-06-12,8,93,5,4,42.5,11.5,8
2014-06-12,9,85.5,40,3.5,42.5,11.5,8
2014-06-12,9.3,NA,NA,NA,42.5,11.5,8
2014-06-16,0.1,34,3,5,36,9,6
2014-06-16,1,17,3,46,36,9,6
2014-06-16,1.6,13,4,4,36,9,6
2014-06-16,2.8,6,2,3,36,9,6
2014-06-16,3.8,8,4,4,36,9,6
2014-06-16,5,27,4,19,36,9,6
2014-06-16,5.2,NA,NA,NA,36,9,6
2014-06-16,5.5,NA,NA,NA,36,9,6
2014-06-16,5.8,NA,NA,NA,36,9,6
2014-06-16,6,NA,NA,NA,36,9,6
2014-06-16,6.2,42,4,4,36,9,6
2014-06-16,8,115,5,4,36,9,6
2014-06-16,9,124,6,4,36,9,6
2014-06-16,9.3,NA,NA,NA,36,9,6
2014-06-19,0.1,21.5,3.5,5,32.5,8.5,5.5
2014-06-19,1,12.5,3,26,32.5,8.5,5.5
2014-06-19,1.6,10.5,2.5,4,32.5,8.5,5.5
2014-06-19,2.8,8,2.5,4,32.5,8.5,5.5
2014-06-19,3.8,7.5,3,4,32.5,8.5,5.5
2014-06-19,5,16.5,3,11,32.5,8.5,5.5
2014-06-19,5.2,NA,NA,NA,32.5,8.5,5.5
2014-06-19,5.5,NA,NA,NA,32.5,8.5,5.5
2014-06-19,5.8,NA,NA,NA,32.5,8.5,5.5
2014-06-19,6,NA,NA,NA,32.5,8.5,5.5
2014-06-19,6.2,39,5,4,32.5,8.5,5.5
2014-06-19,8,120.5,6.5,4,32.5,8.5,5.5
2014-06-19,9,150.5,7.5,6.5,32.5,8.5,5.5
2014-06-19,9.3,NA,NA,NA,32.5,8.5,5.5
2014-06-23,0.1,9,4,5,29,8,5
2014-06-23,1,8,3,6,29,8,5
2014-06-23,1.6,8,1,4,29,8,5
2014-06-23,2.8,10,3,5,29,8,5
2014-06-23,3.8,7,2,4,29,8,5
2014-06-23,5,6,2,3,29,8,5
2014-06-23,5.2,NA,NA,NA,29,8,5
2014-06-23,5.5,NA,NA,NA,29,8,5
2014-06-23,5.8,NA,NA,NA,29,8,5
2014-06-23,6,NA,NA,NA,29,8,5
2014-06-23,6.2,36,6,4,29,8,5
2014-06-23,8,126,8,4,29,8,5
2014-06-23,9,177,9,9,29,8,5
2014-06-23,9.3,NA,NA,NA,29,8,5
2014-06-25,0.1,6.5,2,6,27.5,7.5,5.5
2014-06-25,1,8,2,7.5,27.5,7.5,5.5
2014-06-25,1.6,10.5,1.5,6,27.5,7.5,5.5
2014-06-25,2.8,10,2,5.5,27.5,7.5,5.5
2014-06-25,3.8,8,1.5,6.5,27.5,7.5,5.5
2014-06-25,5,14,1.5,6,27.5,7.5,5.5
2014-06-25,5.2,NA,NA,NA,27.5,7.5,5.5
2014-06-25,5.5,NA,NA,NA,27.5,7.5,5.5
2014-06-25,5.8,NA,NA,NA,27.5,7.5,5.5
2014-06-25,6,NA,NA,NA,27.5,7.5,5.5
2014-06-25,6.2,46,4,6,27.5,7.5,5.5
2014-06-25,8,111.5,5,5.5,27.5,7.5,5.5
2014-06-25,9,189.5,5.5,9,27.5,7.5,5.5
2014-06-25,9.3,NA,NA,NA,27.5,7.5,5.5
2014-06-29,0.1,4,0,7,26,7,6
2014-06-29,1,8,1,9,26,7,6
2014-06-29,1.6,13,2,8,26,7,6
2014-06-29,2.8,10,1,6,26,7,6
2014-06-29,3.8,9,1,9,26,7,6
2014-06-29,5,22,1,9,26,7,6
2014-06-29,5.2,NA,NA,NA,26,7,6
2014-06-29,5.5,NA,NA,NA,26,7,6
2014-06-29,5.8,NA,NA,NA,26,7,6
2014-06-29,6,NA,NA,NA,26,7,6
2014-06-29,6.2,56,2,8,26,7,6
2014-06-29,8,97,2,7,26,7,6
2014-06-29,9,202,2,9,26,7,6
2014-06-29,9.3,NA,NA,NA,26,7,6
2014-06-30,0.1,5,1,8,24,5,8
2014-06-30,1,10,1,7,24,5,8
2014-06-30,1.6,8,1,9,24,5,8
2014-06-30,2.8,11,1,8,24,5,8
2014-06-30,3.8,8,1,9,24,5,8
2014-06-30,5,14,2,6,24,5,8
2014-06-30,5.2,NA,NA,NA,24,5,8
2014-06-30,5.5,NA,NA,NA,24,5,8
2014-06-30,5.8,NA,NA,NA,24,5,8
2014-06-30,6,NA,NA,NA,24,5,8
2014-06-30,6.2,41,4,7,24,5,8
2014-06-30,8,54,2,6,24,5,8
2014-06-30,9,58,2,4,24,5,8
2014-06-30,9.3,NA,NA,NA,24,5,8
2014-07-01,0.1,5,1,8,24,7,8
2014-07-01,1,8,1,7.33333333333333,24,7,8
2014-07-01,1.6,7.33333333333333,1,8.66666666666667,24,7,8
2014-07-01,2.8,9.33333333333333,1,8.66666666666667,24,7,8
2014-07-01,3.8,7,0.666666666666667,8.66666666666667,24,7,8
2014-07-01,5,12.6666666666667,1.66666666666667,6.33333333333333,24,7,8
2014-07-01,5.2,NA,NA,NA,24,7,8
2014-07-01,5.5,NA,NA,NA,24,7,8
2014-07-01,5.8,NA,NA,NA,24,7,8
2014-07-01,6,NA,NA,NA,24,7,8
2014-07-01,6.2,34.6666666666667,3,6.66666666666667,24,7,8
2014-07-01,8,45.3333333333333,2,6,24,7,8
2014-07-01,9,49.3333333333333,1.66666666666667,5,24,7,8
2014-07-01,9.3,NA,NA,NA,24,7,8
2014-07-02,0.1,5,1,8,24,9,8
2014-07-02,1,6,1,7.66666666666667,24,9,8
2014-07-02,1.6,6.66666666666667,1,8.33333333333333,24,9,8
2014-07-02,2.8,7.66666666666667,1,9.33333333333333,24,9,8
2014-07-02,3.8,6,0.333333333333333,8.33333333333333,24,9,8
2014-07-02,5,11.3333333333333,1.33333333333333,6.66666666666667,24,9,8
2014-07-02,5.2,NA,NA,NA,24,9,8
2014-07-02,5.5,NA,NA,NA,24,9,8
2014-07-02,5.8,NA,NA,NA,24,9,8
2014-07-02,6,NA,NA,NA,24,9,8
2014-07-02,6.2,28.3333333333333,2,6.33333333333333,24,9,8
2014-07-02,8,36.6666666666667,2,6,24,9,8
2014-07-02,9,40.6666666666667,1.33333333333333,6,24,9,8
2014-07-02,9.3,NA,NA,NA,24,9,8
2014-07-07,0.1,5,1,8,24,11,8
2014-07-07,1,4,1,8,24,11,8
2014-07-07,1.6,6,1,8,24,11,8
2014-07-07,2.8,6,1,10,24,11,8
2014-07-07,3.8,5,0,8,24,11,8
2014-07-07,5,10,1,7,24,11,8
2014-07-07,5.2,NA,NA,NA,24,11,8
2014-07-07,5.5,NA,NA,NA,24,11,8
2014-07-07,5.8,NA,NA,NA,24,11,8
2014-07-07,6,NA,NA,NA,24,11,8
2014-07-07,6.2,22,1,6,24,11,8
2014-07-07,8,28,2,6,24,11,8
2014-07-07,9,32,1,7,24,11,8
2014-07-07,9.3,NA,NA,NA,24,11,8
2014-07-09,0.1,5,1,7.5,27,12,8.5
2014-07-09,1,5,1,8.5,27,12,8.5
2014-07-09,1.6,6,1,7.5,27,12,8.5
2014-07-09,2.8,6,1,9,27,12,8.5
2014-07-09,3.8,7,0.5,7.5,27,12,8.5
2014-07-09,5,10,1.5,7,27,12,8.5
2014-07-09,5.2,NA,NA,NA,27,12,8.5
2014-07-09,5.5,NA,NA,NA,27,12,8.5
2014-07-09,5.8,NA,NA,NA,27,12,8.5
2014-07-09,6,NA,NA,NA,27,12,8.5
2014-07-09,6.2,30.5,1.5,6.5,27,12,8.5
2014-07-09,8,33,2,6.5,27,12,8.5
2014-07-09,9,35,1.5,6.5,27,12,8.5
2014-07-09,9.3,NA,NA,NA,27,12,8.5
2014-07-14,0.1,5,1,7,30,13,9
2014-07-14,1,6,1,9,30,13,9
2014-07-14,1.6,6,1,7,30,13,9
2014-07-14,2.8,6,1,8,30,13,9
2014-07-14,3.8,9,1,7,30,13,9
2014-07-14,5,10,2,7,30,13,9
2014-07-14,5.2,NA,NA,NA,30,13,9
2014-07-14,5.5,NA,NA,NA,30,13,9
2014-07-14,5.8,NA,NA,NA,30,13,9
2014-07-14,6,NA,NA,NA,30,13,9
2014-07-14,6.2,39,2,7,30,13,9
2014-07-14,8,38,2,7,30,13,9
2014-07-14,9,38,2,6,30,13,9
2014-07-14,9.3,NA,NA,NA,30,13,9
2014-07-16,0.1,2.5,1,10,41,18.5,7
2014-07-16,1,9,1,7.5,41,18.5,7
2014-07-16,1.6,4,2,7,41,18.5,7
2014-07-16,2.8,5.5,3,6.5,41,18.5,7
2014-07-16,3.8,6.5,2.5,10,41,18.5,7
2014-07-16,5,7,3,6.25,41,18.5,7
2014-07-16,5.2,NA,NA,NA,41,18.5,7
2014-07-16,5.5,NA,NA,NA,41,18.5,7
2014-07-16,5.8,NA,NA,NA,41,18.5,7
2014-07-16,6,NA,NA,NA,41,18.5,7
2014-07-16,6.2,22.5,3,6,41,18.5,7
2014-07-16,8,23.5,2.5,5.5,41,18.5,7
2014-07-16,9,24,4,5.5,41,18.5,7
2014-07-16,9.3,NA,NA,NA,41,18.5,7
2014-07-21,0.1,0,1,13,52,24,5
2014-07-21,1,12,1,6,52,24,5
2014-07-21,1.6,2,3,7,52,24,5
2014-07-21,2.8,5,5,5,52,24,5
2014-07-21,3.8,4,4,13,52,24,5
2014-07-21,5,4,4,5.5,52,24,5
2014-07-21,5.2,NA,NA,NA,52,24,5
2014-07-21,5.5,NA,NA,NA,52,24,5
2014-07-21,5.8,NA,NA,NA,52,24,5
2014-07-21,6,NA,NA,NA,52,24,5
2014-07-21,6.2,6,4,5,52,24,5
2014-07-21,8,9,3,4,52,24,5
2014-07-21,9,10,6,5,52,24,5
2014-07-21,9.3,NA,NA,NA,52,24,5
2014-07-23,0.1,7.5,1.5,9.5,43,16,6
2014-07-23,1,12,2,6.5,43,16,6
2014-07-23,1.6,3.5,3,6.5,43,16,6
2014-07-23,2.8,3,4,5,43,16,6
2014-07-23,3.8,5,3,9,43,16,6
2014-07-23,5,6,4.5,4.75,43,16,6
2014-07-23,5.2,NA,NA,NA,43,16,6
2014-07-23,5.5,NA,NA,NA,43,16,6
2014-07-23,5.8,NA,NA,NA,43,16,6
2014-07-23,6,NA,NA,NA,43,16,6
2014-07-23,6.2,10.5,2.5,4.5,43,16,6
2014-07-23,8,8.5,3.5,3.5,43,16,6
2014-07-23,9,10,5,4.5,43,16,6
2014-07-23,9.3,NA,NA,NA,43,16,6
2014-07-28,0.1,15,2,6,34,8,7
2014-07-28,1,12,3,7,34,8,7
2014-07-28,1.6,5,3,6,34,8,7
2014-07-28,2.8,1,3,5,34,8,7
2014-07-28,3.8,6,2,5,34,8,7
2014-07-28,5,8,5,4,34,8,7
2014-07-28,5.2,NA,NA,NA,34,8,7
2014-07-28,5.5,NA,NA,NA,34,8,7
2014-07-28,5.8,NA,NA,NA,34,8,7
2014-07-28,6,NA,NA,NA,34,8,7
2014-07-28,6.2,15,1,4,34,8,7
2014-07-28,8,8,4,3,34,8,7
2014-07-28,9,10,4,4,34,8,7
2014-07-28,9.3,NA,NA,NA,34,8,7
2014-07-30,0.1,10.6666666666667,2.33333333333333,5.66666666666667,33.6666666666667,10,7.66666666666667
2014-07-30,1,9.33333333333333,2.66666666666667,6.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,1.6,9.66666666666667,2.33333333333333,6,33.6666666666667,10,7.66666666666667
2014-07-30,2.8,2,3,5.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,3.8,6,2.66666666666667,5,33.6666666666667,10,7.66666666666667
2014-07-30,5,10,5,4.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,5.2,NA,NA,NA,33.6666666666667,10,7.66666666666667
2014-07-30,5.5,NA,NA,NA,33.6666666666667,10,7.66666666666667
2014-07-30,5.8,NA,NA,NA,33.6666666666667,10,7.66666666666667
2014-07-30,6,NA,NA,NA,33.6666666666667,10,7.66666666666667
2014-07-30,6.2,10.6666666666667,1,3.66666666666667,33.6666666666667,10,7.66666666666667
2014-07-30,8,13.6666666666667,4.33333333333333,3.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,9,37,2.66666666666667,4.66666666666667,33.6666666666667,10,7.66666666666667
2014-07-30,9.3,NA,NA,NA,33.6666666666667,10,7.66666666666667
2014-08-02,0.1,6.33333333333333,2.66666666666667,5.33333333333333,33.3333333333333,12,8.33333333333333
2014-08-02,1,6.66666666666667,2.33333333333333,5.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,1.6,14.3333333333333,1.66666666666667,6,33.3333333333333,12,8.33333333333333
2014-08-02,2.8,3,3,5.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,3.8,6,3.33333333333333,5,33.3333333333333,12,8.33333333333333
2014-08-02,5,12,5,4.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,5.2,NA,NA,NA,33.3333333333333,12,8.33333333333333
2014-08-02,5.5,NA,NA,NA,33.3333333333333,12,8.33333333333333
2014-08-02,5.8,NA,NA,NA,33.3333333333333,12,8.33333333333333
2014-08-02,6,NA,NA,NA,33.3333333333333,12,8.33333333333333
2014-08-02,6.2,6.33333333333333,1,3.33333333333333,33.3333333333333,12,8.33333333333333
2014-08-02,8,19.3333333333333,4.66666666666667,3.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,9,64,1.33333333333333,5.33333333333333,33.3333333333333,12,8.33333333333333
2014-08-02,9.3,NA,NA,NA,33.3333333333333,12,8.33333333333333
2014-08-04,0.1,2,3,5,33,14,9
2014-08-04,1,4,2,5,33,14,9
2014-08-04,1.6,19,1,6,33,14,9
2014-08-04,2.8,4,3,6,33,14,9
2014-08-04,3.8,6,4,5,33,14,9
2014-08-04,5,14,5,5,33,14,9
2014-08-04,5.2,NA,NA,NA,33,14,9
2014-08-04,5.5,NA,NA,NA,33,14,9
2014-08-04,5.8,NA,NA,NA,33,14,9
2014-08-04,6,NA,NA,NA,33,14,9
2014-08-04,6.2,2,1,3,33,14,9
2014-08-04,8,25,5,4,33,14,9
2014-08-04,9,91,0,6,33,14,9
2014-08-04,9.3,NA,NA,NA,33,14,9
2014-08-06,0.1,2,3.75,4.75,35.25,13,8.75
2014-08-06,1,7.25,2.25,5,35.25,13,8.75
2014-08-06,1.6,15.25,1.75,5.5,35.25,13,8.75
2014-08-06,2.8,6.5,2.5,6.25,35.25,13,8.75
2014-08-06,3.8,8,4,4.5,35.25,13,8.75
2014-08-06,5,13.5,4.75,4.75,35.25,13,8.75
2014-08-06,5.2,NA,NA,NA,35.25,13,8.75
2014-08-06,5.5,NA,NA,NA,35.25,13,8.75
2014-08-06,5.8,NA,NA,NA,35.25,13,8.75
2014-08-06,6,NA,NA,NA,35.25,13,8.75
2014-08-06,6.2,8,1.25,2.75,35.25,13,8.75
2014-08-06,8,26.75,6,4.25,35.25,13,8.75
2014-08-06,9,112.25,1,5.75,35.25,13,8.75
2014-08-06,9.3,NA,NA,NA,35.25,13,8.75
2014-08-09,0.1,2,4.5,4.5,37.5,12,8.5
2014-08-09,1,10.5,2.5,5,37.5,12,8.5
2014-08-09,1.6,11.5,2.5,5,37.5,12,8.5
2014-08-09,2.8,9,2,6.5,37.5,12,8.5
2014-08-09,3.8,10,4,4,37.5,12,8.5
2014-08-09,5,13,4.5,4.5,37.5,12,8.5
2014-08-09,5.2,NA,NA,NA,37.5,12,8.5
2014-08-09,5.5,NA,NA,NA,37.5,12,8.5
2014-08-09,5.8,NA,NA,NA,37.5,12,8.5
2014-08-09,6,NA,NA,NA,37.5,12,8.5
2014-08-09,6.2,14,1.5,2.5,37.5,12,8.5
2014-08-09,8,28.5,7,4.5,37.5,12,8.5
2014-08-09,9,133.5,2,5.5,37.5,12,8.5
2014-08-09,9.3,NA,NA,NA,37.5,12,8.5
2014-08-10,0.1,2,5.25,4.25,39.75,11,8.25
2014-08-10,1,13.75,2.75,5,39.75,11,8.25
2014-08-10,1.6,7.75,3.25,4.5,39.75,11,8.25
2014-08-10,2.8,11.5,1.5,6.75,39.75,11,8.25
2014-08-10,3.8,12,4,3.5,39.75,11,8.25
2014-08-10,5,12.5,4.25,4.25,39.75,11,8.25
2014-08-10,5.2,NA,NA,NA,39.75,11,8.25
2014-08-10,5.5,NA,NA,NA,39.75,11,8.25
2014-08-10,5.8,NA,NA,NA,39.75,11,8.25
2014-08-10,6,NA,NA,NA,39.75,11,8.25
2014-08-10,6.2,20,1.75,2.25,39.75,11,8.25
2014-08-10,8,30.25,8,4.75,39.75,11,8.25
