Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophytes
FCR,2015,2015-06-03 14:41:00,2.81,12.12,6.13,0.85,4.07,1.07
FCR,2015,2015-06-03 14:41:00,2.9,11.8,5.27,0.52,4.68,1.32
FCR,2015,2015-06-03 14:41:00,3,12.82,5.96,0.63,4.88,1.35
FCR,2015,2015-06-03 14:41:00,3.11,12.47,4.92,0.62,5.53,1.4
FCR,2015,2015-06-03 14:41:00,3.25,15.12,5.53,1.03,7.02,1.54
FCR,2015,2015-06-03 14:41:00,3.4,16.81,5.05,1.36,8.67,1.72
FCR,2015,2015-06-03 14:41:00,3.51,16.4,4.73,1.35,8.47,1.85
FCR,2015,2015-06-03 14:41:00,3.63,15.17,4.73,1.46,7.5,1.49
FCR,2015,2015-06-03 14:41:00,3.78,15.96,5.26,1.62,7.81,1.27
FCR,2015,2015-06-03 14:41:00,3.92,14.76,5.2,1.78,6.09,1.69
FCR,2015,2015-06-03 14:41:00,4.04,14.34,4.87,2.24,5.58,1.65
FCR,2015,2015-06-03 14:41:00,4.18,14.85,5.35,1.96,5.66,1.88
FCR,2015,2015-06-03 14:42:00,4.3,14.83,4.81,2.31,6.12,1.58
FCR,2015,2015-06-03 14:42:00,4.42,15.12,5.75,2.45,5.19,1.73
FCR,2015,2015-06-03 14:42:00,4.53,14.85,5.19,2.47,5.55,1.64
FCR,2015,2015-06-03 14:42:00,4.66,15.52,5.31,2.72,6.01,1.47
FCR,2015,2015-06-03 14:42:00,4.76,16.2,6.19,2.88,5.43,1.7
FCR,2015,2015-06-03 14:42:00,4.85,16.23,6.31,2.98,5.25,1.69
FCR,2015,2015-06-03 14:42:00,4.95,16.53,6.19,3.02,5.7,1.61
FCR,2015,2015-06-03 14:42:00,5.04,17.39,6.91,3.26,5.48,1.74
FCR,2015,2015-06-03 14:42:00,5.16,18.07,6.94,3.58,5.4,2.15
FCR,2015,2015-06-03 14:42:00,5.25,17.61,6.83,3.59,4.95,2.24
FCR,2015,2015-06-03 14:42:00,5.35,16.55,6.64,3.45,4.58,1.89
FCR,2015,2015-06-03 14:42:00,5.46,16.19,6.42,3.42,4.35,2
FCR,2015,2015-06-03 14:42:00,5.56,15.02,6.24,3.3,3.45,2.03
FCR,2015,2015-06-03 14:42:00,5.7,14.27,5.48,3.59,3.43,1.77
FCR,2015,2015-06-03 14:42:00,5.82,14.36,5.81,3.59,3.05,1.91
FCR,2015,2015-06-03 14:42:00,5.97,13.67,5.4,3.72,2.79,1.76
FCR,2015,2015-06-03 14:42:00,6.1,13.47,5.11,3.77,2.76,1.83
FCR,2015,2015-06-03 14:42:00,6.24,13.29,5.1,3.8,2.69,1.71
FCR,2015,2015-06-03 14:42:00,6.38,13.06,5.34,3.72,2.29,1.71
FCR,2015,2015-06-03 14:42:00,6.52,12.85,5.27,3.75,2.26,1.58
FCR,2015,2015-06-03 14:42:00,6.64,12.86,5.03,3.46,2.65,1.73
FCR,2015,2015-06-03 14:42:00,6.78,12.41,5.07,3.03,2.63,1.68
FCR,2015,2015-06-03 14:43:00,6.94,11.49,5.11,2.49,2.45,1.44
FCR,2015,2015-06-03 14:43:00,7.08,11.36,4.95,2.43,2.6,1.39
FCR,2015,2015-06-03 14:43:00,7.23,10.7,4.78,2.25,2.31,1.37
FCR,2015,2015-06-03 14:43:00,7.39,10.26,4.67,2.12,2.21,1.27
FCR,2015,2015-06-03 14:43:00,7.52,10.45,4.65,2.15,2.37,1.29
FCR,2015,2015-06-03 14:43:00,7.67,9.8,4.75,2.08,1.92,1.05
FCR,2015,2015-06-03 14:43:00,7.81,9.89,4.82,2.09,1.96,1.01
FCR,2015,2015-06-03 14:43:00,7.96,9.7,4.8,1.94,1.77,1.19
FCR,2015,2015-06-03 14:43:00,8.09,10.09,5.07,2,2.01,1.02
FCR,2015,2015-06-03 14:43:00,8.24,9.25,4.55,1.91,1.74,1.05
FCR,2015,2015-06-03 14:43:00,8.39,9.17,4.65,1.89,1.52,1.11
FCR,2015,2015-06-03 14:43:00,8.52,9.31,4.82,1.96,1.5,1.02
FCR,2015,2015-06-03 14:43:00,8.65,9.11,4.79,1.94,1.43,0.95
FCR,2015,2015-06-03 14:43:00,8.82,8.75,4.5,1.94,1.29,1.01
FCR,2015,2015-06-03 14:43:00,8.96,8.81,4.69,1.86,1.21,1.04
FCR,2015,2015-06-03 14:43:00,9.1,8.71,4.74,1.96,1.06,0.96
FCR,2015,2015-06-03 14:43:00,9.22,8.74,4.8,1.99,1.04,0.91
FCR,2015,2015-06-03 14:43:00,9.34,8.36,4.62,1.93,0.84,0.97
FCR,2015,2015-06-04 10:32:00,0.69,8.39,3.89,0.24,2.45,1.81
FCR,2015,2015-06-04 10:32:00,0.86,9.52,4.73,0.31,4.11,0.36
FCR,2015,2015-06-04 10:32:00,0.99,9.54,4,0.39,4.41,0.73
FCR,2015,2015-06-04 10:32:00,1.14,9.67,4.97,0,2.89,1.81
FCR,2015,2015-06-04 10:32:00,1.33,9.63,4.95,0.04,3.12,1.52
FCR,2015,2015-06-04 10:33:00,1.51,9.48,4.76,0.2,3.23,1.29
FCR,2015,2015-06-04 10:33:00,1.71,9.49,4.46,0.29,3.77,0.97
FCR,2015,2015-06-04 10:33:00,1.93,9.39,4.51,0.03,3.52,1.34
FCR,2015,2015-06-04 10:33:00,2.07,9.85,4.95,0.45,3.91,0.53
FCR,2015,2015-06-04 10:33:00,2.25,9.31,4.35,0.43,4.15,0.38
FCR,2015,2015-06-04 10:33:00,2.37,9.53,5.07,0.12,3.45,0.89
FCR,2015,2015-06-04 10:33:00,2.53,9.52,4.43,0.22,4.17,0.7
FCR,2015,2015-06-04 10:33:00,2.66,9.06,4.64,0.15,3.13,1.14
FCR,2015,2015-06-04 10:33:00,2.85,9.21,4.39,0.35,3.67,0.8
FCR,2015,2015-06-04 10:33:00,2.96,9.34,4.47,0.2,4.04,0.62
FCR,2015,2015-06-04 10:33:00,3.13,11.16,4.52,0.67,5.17,0.81
FCR,2015,2015-06-04 10:33:00,3.27,13.98,4.77,0.85,6.38,1.98
FCR,2015,2015-06-04 10:33:00,3.4,13.38,4.37,1.56,6.05,1.4
FCR,2015,2015-06-04 10:33:00,3.52,13.03,4.45,1.79,4.86,1.93
FCR,2015,2015-06-04 10:33:00,3.55,13.39,4.49,1.81,5.49,1.6
FCR,2015,2015-06-04 10:33:00,3.71,13.4,4.41,2.03,5.5,1.46
FCR,2015,2015-06-04 10:33:00,3.93,12.46,4.34,2.15,4.32,1.66
FCR,2015,2015-06-04 10:33:00,4.15,12.34,4.5,2.47,3.87,1.5
FCR,2015,2015-06-04 10:33:00,4.39,12.7,4.73,2.94,3.33,1.7
FCR,2015,2015-06-04 10:33:00,4.53,12.92,4.83,2.95,3.49,1.64
FCR,2015,2015-06-04 10:33:00,4.71,12.95,5.14,2.95,3.05,1.81
FCR,2015,2015-06-04 10:33:00,4.83,12.88,5.09,3.12,2.96,1.71
FCR,2015,2015-06-04 10:34:00,5,11.76,4.66,2.88,2.93,1.29
FCR,2015,2015-06-04 10:34:00,5.23,10.96,4.58,2.83,2.19,1.35
FCR,2015,2015-06-04 10:34:00,5.41,11.42,4.88,3.05,2.14,1.35
FCR,2015,2015-06-04 10:34:00,5.52,11.55,5.08,2.99,2.03,1.45
FCR,2015,2015-06-04 10:34:00,5.67,10.99,4.75,3.03,1.77,1.44
FCR,2015,2015-06-04 10:34:00,5.82,10.61,4.37,3,1.81,1.43
FCR,2015,2015-06-04 10:34:00,5.98,10.59,4.31,3.21,1.75,1.32
FCR,2015,2015-06-04 10:34:00,6.12,11.28,4.71,3.35,2.06,1.15
FCR,2015,2015-06-04 10:34:00,6.24,10.71,4.28,3.44,1.55,1.44
FCR,2015,2015-06-04 10:34:00,6.4,10.52,4.13,3.68,1.3,1.42
FCR,2015,2015-06-04 10:34:00,6.59,10.02,4.07,3.64,0.89,1.42
FCR,2015,2015-06-04 10:34:00,6.78,9.16,4.14,3.39,0.41,1.21
FCR,2015,2015-06-04 10:34:00,6.95,8.91,4.2,2.94,0.71,1.06
FCR,2015,2015-06-04 10:34:00,7.15,8.59,4.28,2.42,0.86,1.03
FCR,2015,2015-06-04 10:34:00,7.33,8.28,4.22,2.14,1.02,0.9
FCR,2015,2015-06-04 10:34:00,7.48,8.19,4.31,1.89,1.26,0.73
FCR,2015,2015-06-04 10:34:00,7.69,7.89,4.09,1.75,1.19,0.85
FCR,2015,2015-06-04 10:34:00,7.86,8.19,4.33,1.77,1.32,0.77
FCR,2015,2015-06-04 10:34:00,8.02,8.15,4.25,1.61,1.35,0.95
FCR,2015,2015-06-04 10:34:00,8.22,8.15,4.19,1.69,1.47,0.8
FCR,2015,2015-06-04 10:34:00,8.37,8.09,4.19,1.68,1.5,0.72
FCR,2015,2015-06-04 10:35:00,8.62,7.64,3.91,1.6,1.31,0.81
FCR,2015,2015-06-04 10:35:00,8.87,7.45,3.94,1.6,1.19,0.71
FCR,2015,2015-06-04 10:35:00,9.04,7.79,4.24,1.62,1.15,0.77
FCR,2015,2015-06-04 10:35:00,9.25,8.05,4.47,1.64,1.14,0.81
FCR,2015,2015-06-08 15:15:00,0.3,8.38,5.3,0,3.08,0
FCR,2015,2015-06-08 15:16:00,0.45,8.09,2.9,0,5.18,0
FCR,2015,2015-06-08 15:16:00,0.56,8.67,4.18,0,4.49,0
FCR,2015,2015-06-08 15:16:00,0.7,8.46,3.99,0,3.66,0.81
FCR,2015,2015-06-08 15:16:00,0.85,8.21,2.63,0,5.57,0
FCR,2015,2015-06-08 15:16:00,1.01,8.53,4.22,0,4.31,0
FCR,2015,2015-06-08 15:16:00,1.18,8.68,4.79,0,3.89,0
FCR,2015,2015-06-08 15:16:00,1.37,8.58,4.32,0,4.1,0.17
FCR,2015,2015-06-08 15:16:00,1.5,8.56,3.99,0,4.57,0
FCR,2015,2015-06-08 15:16:00,1.64,8.43,3.85,0,4.12,0.45
FCR,2015,2015-06-08 15:16:00,1.78,8.25,3.98,0,4.28,0
FCR,2015,2015-06-08 15:16:00,1.93,8.14,3.67,0,4.47,0
FCR,2015,2015-06-08 15:16:00,2.08,8.12,3.9,0,4.22,0
FCR,2015,2015-06-08 15:16:00,2.21,8.39,4.64,0,3.75,0
FCR,2015,2015-06-08 15:16:00,2.33,8.64,5.21,0,3.21,0.22
FCR,2015,2015-06-08 15:16:00,2.43,8.37,4.23,0,3.81,0.33
FCR,2015,2015-06-08 15:16:00,2.59,8.58,4.37,0.03,3.49,0.69
FCR,2015,2015-06-08 15:16:00,2.76,9.6,5.1,0.49,2.92,1.09
FCR,2015,2015-06-08 15:16:00,2.88,9.96,4.91,0.73,3.63,0.69
FCR,2015,2015-06-08 15:16:00,3.02,11.8,5.97,1.13,3.9,0.8
FCR,2015,2015-06-08 15:16:00,3.16,11.91,6.16,0.84,3.09,1.82
FCR,2015,2015-06-08 15:16:00,3.32,19.93,6.24,2,8.35,3.33
FCR,2015,2015-06-08 15:16:00,3.49,25.66,6.17,2.63,13.62,3.24
FCR,2015,2015-06-08 15:17:00,3.67,24.71,5.33,2.86,13.9,2.62
FCR,2015,2015-06-08 15:17:00,3.85,27.1,6.89,3.48,12.96,3.77
FCR,2015,2015-06-08 15:17:00,4.03,27.56,7.72,4.01,12.26,3.57
FCR,2015,2015-06-08 15:17:00,4.23,26.38,8.29,4.69,10,3.4
FCR,2015,2015-06-08 15:17:00,4.35,25.08,7.92,5.04,8.86,3.26
FCR,2015,2015-06-08 15:17:00,4.55,22.64,7.48,4.8,6.96,3.4
FCR,2015,2015-06-08 15:17:00,4.7,19.37,6.2,4.72,5.68,2.76
FCR,2015,2015-06-08 15:17:00,4.84,16.33,5.71,4.47,3.62,2.53
FCR,2015,2015-06-08 15:17:00,4.99,14.24,4.9,4.18,2.87,2.29
FCR,2015,2015-06-08 15:17:00,5.18,12.8,4.24,3.92,2.32,2.32
FCR,2015,2015-06-08 15:17:00,5.36,11.34,3.68,3.91,1.87,1.87
FCR,2015,2015-06-08 15:17:00,5.54,11.04,3.38,3.76,1.99,1.91
FCR,2015,2015-06-08 15:17:00,5.68,11.41,3.37,3.63,2.53,1.89
FCR,2015,2015-06-08 15:17:00,5.89,10.67,2.81,3.57,2.66,1.64
FCR,2015,2015-06-08 15:17:00,6.13,9.46,2.73,3.28,1.63,1.82
FCR,2015,2015-06-08 15:17:00,6.33,8.91,2.87,3.3,1.06,1.67
FCR,2015,2015-06-08 15:17:00,6.57,9.82,2.55,3.15,2.62,1.5
FCR,2015,2015-06-08 15:17:00,6.77,10.62,2.23,2.86,4.12,1.41
FCR,2015,2015-06-08 15:17:00,6.96,9.96,2.34,2.43,3.86,1.32
FCR,2015,2015-06-08 15:17:00,7.17,7.64,2,1.68,3.06,0.9
FCR,2015,2015-06-08 15:17:00,7.37,5.62,2.04,1.09,1.93,0.55
FCR,2015,2015-06-08 15:18:00,7.56,4.36,2.05,0.78,1,0.53
FCR,2015,2015-06-08 15:18:00,7.8,4.08,2.04,0.79,0.8,0.45
FCR,2015,2015-06-08 15:18:00,7.99,3.81,2.27,0.74,0.41,0.39
FCR,2015,2015-06-08 15:18:00,8.2,3.58,2.18,0.67,0.28,0.44
FCR,2015,2015-06-08 15:18:00,8.39,3.63,2.14,0.7,0.37,0.42
FCR,2015,2015-06-08 15:18:00,8.61,3.27,1.96,0.69,0.28,0.35
FCR,2015,2015-06-08 15:18:00,8.78,3.2,1.98,0.68,0.21,0.33
FCR,2015,2015-06-08 15:18:00,9.04,2.84,1.74,0.66,0.14,0.31
FCR,2015,2015-06-08 15:18:00,9.26,2.93,1.86,0.68,0.15,0.24
FCR,2015,2015-06-15 12:19:00,0.45,3.34,3.34,0,0,0
FCR,2015,2015-06-15 12:19:00,0.7,2.08,1.65,0.43,0,0
FCR,2015,2015-06-15 12:19:00,0.78,1.94,1.94,0,0,0
FCR,2015,2015-06-15 12:19:00,0.99,1.53,1.53,0,0,0
FCR,2015,2015-06-15 12:19:00,1.16,1.12,1.12,0,0,0
FCR,2015,2015-06-15 12:19:00,1.34,3.09,1.34,0.21,1.54,0
FCR,2015,2015-06-15 12:19:00,1.48,4.58,4.33,0.25,0,0
FCR,2015,2015-06-15 12:19:00,1.62,3.82,0.78,0,2.59,0.45
FCR,2015,2015-06-15 12:19:00,1.76,4.74,0,0,4.74,0
FCR,2015,2015-06-15 12:19:00,1.85,6.81,5.68,0,1.13,0
FCR,2015,2015-06-15 12:19:00,1.97,6.23,2.9,0,3.06,0.28
FCR,2015,2015-06-15 12:19:00,2.14,9.57,4.15,0,5.41,0
FCR,2015,2015-06-15 12:19:00,2.3,9.21,1.81,0,7.4,0
FCR,2015,2015-06-15 12:19:00,2.48,12.72,8.43,0,4.3,0
FCR,2015,2015-06-15 12:19:00,2.64,12.49,4.53,0,7.78,0.18
FCR,2015,2015-06-15 12:19:00,2.7,13.28,7.63,0,5.64,0
FCR,2015,2015-06-15 12:19:00,2.86,12.77,5.21,0,7.56,0
FCR,2015,2015-06-15 12:20:00,2.99,12.93,5.65,0,7.28,0
FCR,2015,2015-06-15 12:20:00,3.1,12.99,6.2,0,6.79,0
FCR,2015,2015-06-15 12:20:00,3.23,13.17,5.43,0,7.75,0
FCR,2015,2015-06-15 12:20:00,3.39,13.73,6.62,0,7.11,0
FCR,2015,2015-06-15 12:20:00,3.53,13.67,6.1,0,7.46,0.12
FCR,2015,2015-06-15 12:20:00,3.65,14.62,7.2,0,7.24,0.18
FCR,2015,2015-06-15 12:20:00,3.79,15.15,8.06,0,6.19,0.91
FCR,2015,2015-06-15 12:20:00,3.88,16.54,8.8,0.49,6.49,0.77
FCR,2015,2015-06-15 12:20:00,4.03,16.93,7.83,0.32,7.91,0.88
FCR,2015,2015-06-15 12:20:00,4.15,21.46,10.32,0.87,8.31,1.96
FCR,2015,2015-06-15 12:20:00,4.3,26.45,12.31,1.55,9.88,2.71
FCR,2015,2015-06-15 12:20:00,4.44,45.13,12.6,3.59,25.09,3.86
FCR,2015,2015-06-15 12:20:00,4.58,66.02,4.84,7.03,45.64,8.51
FCR,2015,2015-06-15 12:20:00,4.69,65.89,5.05,8.75,44.64,7.44
FCR,2015,2015-06-15 12:20:00,4.84,58.31,5.57,9.39,36.08,7.26
FCR,2015,2015-06-15 12:20:00,4.98,52.02,5.64,10.31,29.96,6.11
FCR,2015,2015-06-15 12:20:00,5.13,42.22,6.41,10.58,19.51,5.71
FCR,2015,2015-06-15 12:20:00,5.28,33.96,5.76,9.96,13.29,4.94
FCR,2015,2015-06-15 12:20:00,5.44,24.91,3.75,8.19,8.76,4.2
FCR,2015,2015-06-15 12:20:00,5.64,21.54,3.51,7.14,7.13,3.77
FCR,2015,2015-06-15 12:20:00,5.76,17.23,2.15,6.26,6.16,2.65
FCR,2015,2015-06-15 12:21:00,5.82,16.78,2.51,5.86,5.76,2.65
FCR,2015,2015-06-15 12:21:00,6.05,13.83,2.08,4.82,4.4,2.53
FCR,2015,2015-06-15 12:21:00,6.2,13.03,1.77,4.26,4.68,2.31
FCR,2015,2015-06-15 12:21:00,6.44,10.84,1.4,3.34,4.42,1.69
FCR,2015,2015-06-15 12:21:00,6.64,8.43,0.56,1.77,4.93,1.17
FCR,2015,2015-06-15 12:21:00,6.69,8.42,0.53,1.87,5.1,0.92
FCR,2015,2015-06-15 12:21:00,6.77,8.37,0.57,2,4.72,1.08
FCR,2015,2015-06-15 12:21:00,6.78,8.81,0.77,2.11,4.72,1.21
FCR,2015,2015-06-15 12:21:00,6.87,8.95,0.55,2.25,4.78,1.36
FCR,2015,2015-06-15 12:21:00,7.08,8.64,0.37,1.66,5.59,1.02
FCR,2015,2015-06-15 12:21:00,7.1,8.84,0.41,1.69,5.87,0.87
FCR,2015,2015-06-15 12:21:00,7.11,8.71,0.07,1.69,5.81,1.14
FCR,2015,2015-06-15 12:21:00,7.14,8.38,0.51,1.63,5.08,1.16
FCR,2015,2015-06-15 12:21:00,7.38,8.73,0.1,1.55,5.98,1.09
FCR,2015,2015-06-15 12:21:00,7.59,10.9,0,1.4,8.3,1.2
FCR,2015,2015-06-15 12:21:00,7.69,10.4,0,1.4,7.79,1.21
FCR,2015,2015-06-15 12:21:00,8.04,10,0,1.37,7.52,1.12
FCR,2015,2015-06-15 12:21:00,8.15,10.6,0.07,1.45,8.11,0.96
FCR,2015,2015-06-15 12:21:00,8.41,10.7,0.08,1.34,8.13,1.14
FCR,2015,2015-06-15 12:21:00,8.51,10.54,0,1.57,8.18,0.79
FCR,2015,2015-06-15 12:21:00,8.73,10.51,0,1.34,7.98,1.19
FCR,2015,2015-06-15 12:21:00,9.08,10.63,0,1.42,8.2,1.01
FCR,2015,2015-06-15 12:22:00,9.28,10.35,0,1.36,7.94,1.05
FCR,2015,2015-06-22 12:00:00,0.3,3.5,2.54,0,0.96,0
FCR,2015,2015-06-22 12:00:00,0.55,3.36,0.91,0,1.63,0.82
FCR,2015,2015-06-22 12:01:00,0.86,4.89,3.44,0.28,0,1.16
FCR,2015,2015-06-22 12:01:00,1.02,5.79,4.58,0,1.21,0
FCR,2015,2015-06-22 12:01:00,1.2,5.91,4.93,0,0.98,0
FCR,2015,2015-06-22 12:01:00,1.42,5.53,3.51,0.01,2.01,0
FCR,2015,2015-06-22 12:01:00,1.54,5.59,2.94,0,2.64,0
FCR,2015,2015-06-22 12:01:00,1.67,5.76,3.07,0,2.69,0
FCR,2015,2015-06-22 12:01:00,1.83,6.95,4.84,0,1.48,0.64
FCR,2015,2015-06-22 12:01:00,1.95,6.58,3.61,0,2.57,0.4
FCR,2015,2015-06-22 12:01:00,2.02,7.66,5.21,0,2.45,0
FCR,2015,2015-06-22 12:01:00,2.16,10.78,5.53,0,4.47,0.78
FCR,2015,2015-06-22 12:01:00,2.33,11.62,5.34,0,5.49,0.78
FCR,2015,2015-06-22 12:01:00,2.45,14.96,6.23,0,7.95,0.78
FCR,2015,2015-06-22 12:01:00,2.65,18.18,6.67,0,11.51,0
FCR,2015,2015-06-22 12:01:00,2.8,24.78,8.11,0,16.67,0
FCR,2015,2015-06-22 12:01:00,2.93,29.96,9.06,0,20.91,0
FCR,2015,2015-06-22 12:01:00,3.07,31.05,8.56,0,22.49,0
FCR,2015,2015-06-22 12:01:00,3.2,28.4,8.6,0,19.81,0
FCR,2015,2015-06-22 12:01:00,3.36,25.12,7.64,0,17.48,0
FCR,2015,2015-06-22 12:01:00,3.55,21.34,7.06,0,14.28,0
FCR,2015,2015-06-22 12:01:00,3.75,20.07,7.57,0,12.5,0
FCR,2015,2015-06-22 12:01:00,3.97,20.92,8.98,0,11.95,0
FCR,2015,2015-06-22 12:01:00,4.11,23.24,10.92,0,11.8,0.53
FCR,2015,2015-06-22 12:02:00,4.3,36.7,12.34,0.28,21.45,2.63
FCR,2015,2015-06-22 12:02:00,4.47,64.63,7.23,1.58,49.66,6.17
FCR,2015,2015-06-22 12:02:00,4.66,149.95,0,3,123.17,23.78
FCR,2015,2015-06-22 12:02:00,4.84,110.25,0,3.39,91.22,15.63
FCR,2015,2015-06-22 12:02:00,5.02,63.2,0,2.8,51.98,8.41
FCR,2015,2015-06-22 12:02:00,5.28,37.69,0.58,2.94,29.02,5.16
FCR,2015,2015-06-22 12:02:00,5.42,27.41,0.32,3.14,19.29,4.68
FCR,2015,2015-06-22 12:02:00,5.59,22.91,0,3.41,15.27,4.23
FCR,2015,2015-06-22 12:02:00,5.83,20.17,0.06,3.84,12.56,3.7
FCR,2015,2015-06-22 12:02:00,6.01,17.59,0.64,4.18,9.54,3.23
FCR,2015,2015-06-22 12:02:00,6.25,14.57,0.7,3.94,7.4,2.53
FCR,2015,2015-06-22 12:02:00,6.43,11.83,0.33,2.73,6.92,1.85
FCR,2015,2015-06-22 12:02:00,6.57,11.68,0,2.23,7.91,1.54
FCR,2015,2015-06-22 12:02:00,6.71,13.5,0,2.65,9.22,1.64
FCR,2015,2015-06-22 12:02:00,6.88,12.66,0,1.83,8.9,1.92
FCR,2015,2015-06-22 12:02:00,7.04,13.17,0,1.7,9.61,1.87
FCR,2015,2015-06-22 12:02:00,7.25,12.67,0,1.5,9.37,1.8
FCR,2015,2015-06-22 12:02:00,7.42,12.69,0,1.46,9.42,1.82
FCR,2015,2015-06-22 12:02:00,7.58,12.96,0,1.54,9.63,1.79
FCR,2015,2015-06-22 12:02:00,7.8,12.11,0,1.44,8.95,1.72
FCR,2015,2015-06-22 12:02:00,7.97,12.63,0,1.58,9.46,1.6
FCR,2015,2015-06-22 12:03:00,8.13,13.78,0,1.76,10.35,1.67
FCR,2015,2015-06-22 12:03:00,8.32,13.18,0,1.6,9.91,1.66
FCR,2015,2015-06-22 12:03:00,8.47,12.8,0,1.62,9.69,1.5
FCR,2015,2015-06-22 12:03:00,8.65,12.88,0,1.75,9.72,1.41
FCR,2015,2015-06-22 12:03:00,8.89,12.88,0,1.48,9.53,1.87
FCR,2015,2015-06-22 12:03:00,9.09,12.98,0,1.56,9.74,1.67
FCR,2015,2015-06-22 12:03:00,9.28,13.32,0,1.6,9.97,1.75
FCR,2015,2015-06-23 15:14:00,0.25,3.76,3.36,0.21,0,0.19
FCR,2015,2015-06-23 15:14:00,0.56,5.4,3.71,0.41,1.29,0
FCR,2015,2015-06-23 15:14:00,0.73,5.85,4.09,0.3,1.46,0
FCR,2015,2015-06-23 15:14:00,0.94,5.86,3.83,0.21,1.82,0
FCR,2015,2015-06-23 15:14:00,1.17,5.57,3.17,0,1.96,0.44
FCR,2015,2015-06-23 15:14:00,1.42,6.2,3.61,0,2.03,0.56
FCR,2015,2015-06-23 15:14:00,1.67,7.01,4.18,0.13,2.37,0.33
FCR,2015,2015-06-23 15:14:00,1.87,6.84,3.63,0,2.95,0.25
FCR,2015,2015-06-23 15:14:00,2.17,7.08,4.01,0,2.31,0.76
FCR,2015,2015-06-23 15:14:00,2.5,8.29,4.24,0.08,2.89,1.08
FCR,2015,2015-06-23 15:15:00,2.79,9.63,4.72,0.05,3.58,1.28
FCR,2015,2015-06-23 15:15:00,3.05,12.91,4.79,0.05,6.48,1.58
FCR,2015,2015-06-23 15:15:00,3.3,18.11,3.83,0.15,11.72,2.41
FCR,2015,2015-06-23 15:15:00,3.62,29.5,1.66,0.68,23.66,3.5
FCR,2015,2015-06-23 15:15:00,3.88,35.22,0.81,0.45,28.78,5.17
FCR,2015,2015-06-23 15:15:00,4.13,34,1.42,0.3,27.23,5.06
FCR,2015,2015-06-23 15:15:00,4.33,33.2,2.94,0.03,24.78,5.44
FCR,2015,2015-06-23 15:15:00,4.53,30.2,3.59,0.24,21.57,4.8
FCR,2015,2015-06-23 15:15:00,4.71,26.2,3.81,0.51,18.04,3.84
FCR,2015,2015-06-23 15:15:00,4.9,23.05,3.74,0.42,14.93,3.95
FCR,2015,2015-06-23 15:15:00,5.14,21.05,3.53,0.61,13.53,3.38
FCR,2015,2015-06-23 15:15:00,5.31,19.41,3.74,0.42,11.76,3.49
FCR,2015,2015-06-23 15:15:00,5.54,19.35,4.26,0.51,11.38,3.2
FCR,2015,2015-06-23 15:15:00,5.76,17.78,3.75,0.69,10.36,2.99
FCR,2015,2015-06-23 15:15:00,5.96,16.34,3.99,0.69,8.9,2.75
FCR,2015,2015-06-23 15:15:00,6.16,15.95,4.99,0.8,7.6,2.55
FCR,2015,2015-06-23 15:15:00,6.42,16.05,5.3,1.3,7.12,2.32
FCR,2015,2015-06-23 15:15:00,6.64,14.01,3.24,1.87,6.82,2.08
FCR,2015,2015-06-23 15:15:00,6.9,10.35,2.15,1.63,5.03,1.54
FCR,2015,2015-06-23 15:15:00,7.16,7.36,0.67,1.38,4.39,0.92
FCR,2015,2015-06-23 15:15:00,7.36,6.88,0.1,1.29,4.69,0.8
FCR,2015,2015-06-23 15:16:00,7.6,7.17,0,1.24,5.06,0.87
FCR,2015,2015-06-23 15:16:00,7.87,7.17,0,1.19,5.11,0.87
FCR,2015,2015-06-23 15:16:00,8.05,6.92,0.07,1.28,4.92,0.65
FCR,2015,2015-06-23 15:16:00,8.32,6.81,0,1.23,4.86,0.72
FCR,2015,2015-06-23 15:16:00,8.59,6.88,0,1.26,4.89,0.73
FCR,2015,2015-06-23 15:16:00,8.84,5.88,0,1.24,4.08,0.56
FCR,2015,2015-06-23 15:16:00,9.08,5.53,0,1.17,3.67,0.69
FCR,2015,2015-06-23 15:16:00,9.27,5.13,0.12,1.25,3.36,0.4
FCR,2015,2015-06-25 13:23:00,0.03,0.53,0,0.53,0,0
FCR,2015,2015-06-25 13:24:00,0.41,1.23,0,0.26,0.97,0
FCR,2015,2015-06-25 13:24:00,0.88,5.7,2.74,0.8,1.99,0.18
FCR,2015,2015-06-25 13:24:00,1.1,5.66,4.61,0,0,1.05
FCR,2015,2015-06-25 13:24:00,1.31,5.54,1.9,0.93,2.71,0
FCR,2015,2015-06-25 13:24:00,1.51,7.24,4.5,0.32,2.16,0.25
FCR,2015,2015-06-25 13:24:00,1.7,7.85,4.4,0.73,2.72,0
FCR,2015,2015-06-25 13:24:00,1.87,8.44,3.98,0,4.14,0.32
FCR,2015,2015-06-25 13:24:00,2.03,9.25,5.82,0,2.63,0.8
FCR,2015,2015-06-25 13:24:00,2.14,9.14,5.03,0,3.02,1.09
FCR,2015,2015-06-25 13:24:00,2.31,10.01,5.67,0,3.37,0.97
FCR,2015,2015-06-25 13:24:00,2.49,10.54,4.99,0.19,4.01,1.35
FCR,2015,2015-06-25 13:24:00,2.67,12.3,6.16,0.44,5.04,0.64
FCR,2015,2015-06-25 13:24:00,2.85,12.69,6.38,0.13,4.6,1.58
FCR,2015,2015-06-25 13:24:00,3,23.82,4.12,0.42,16.79,2.49
FCR,2015,2015-06-25 13:24:00,3.15,31.5,3.3,1.22,24.09,2.89
