"Date","Depth","Temp_C","DO_mgL","Chla_ugL","Turb_NTU","SpCond_uScm","TP_ugL","TN_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TP_inf","TN_inf","NH4_inf","NO3NO2_inf","DOC_inf","SRP_inf","Kd","TN_TP","NH4NO3NO2_SRP","TN_TP_inf","NH4NO3_SRP_inf"
2016-06-02,1.6,20.9315,11.63185,2.0896,2.0461,32.11780785,20,171,7,3,7,1.7,23.7,186,5.5,51,1.4,8.5,-1.091375177,8.55,1.42857142857143,7.84810126582278,6.64705882352941
2016-06-02,2.8,18.4194,11.34531,1.9955,2.1193,32.58915762,NA,NA,NA,NA,NA,NA,23.7,186,5.5,51,1.4,8.5,-1.091375177,NA,NA,7.84810126582278,6.64705882352941
2016-06-02,3.8,16.2195,11.01258,3.0348,2.2214,34.09934333,16.8,198,10,3,7,1.9,23.7,186,5.5,51,1.4,8.5,-1.091375177,11.7857142857143,1.85714285714286,7.84810126582278,6.64705882352941
2016-06-02,5,13.7748,9.26862,3.3557,2.4321,33.5275767,18.9,148.4,14,4,7,2.2,23.7,186,5.5,51,1.4,8.5,-1.091375177,7.85185185185185,2.57142857142857,7.84810126582278,6.64705882352941
2016-06-02,5.2,13.5142,9.14186,3.2012,2.8296,33.35416888,NA,NA,NA,NA,NA,NA,23.7,186,5.5,51,1.4,8.5,-1.091375177,NA,NA,7.84810126582278,6.64705882352941
2016-06-02,5.5,13.1379,7.95401,3.5322,2.2611,33.80657395,NA,NA,NA,NA,NA,NA,23.7,186,5.5,51,1.4,8.5,-1.091375177,NA,NA,7.84810126582278,6.64705882352941
2016-06-02,5.8,12.3149,7.73617,3.6659,2.5367,34.78744681,NA,NA,NA,NA,NA,NA,23.7,186,5.5,51,1.4,8.5,-1.091375177,NA,NA,7.84810126582278,6.64705882352941
2016-06-02,6,11.193,14.01616,3.2717,2.8687,34.09663198,NA,NA,NA,NA,NA,NA,23.7,186,5.5,51,1.4,8.5,-1.091375177,NA,NA,7.84810126582278,6.64705882352941
2016-06-02,6.2,10.9384,14.74265,2.959,3.0211,33.50769289,19.5,169.7,5,2,8,1.4,23.7,186,5.5,51,1.4,8.5,-1.091375177,8.7025641025641,0.875,7.84810126582278,6.64705882352941
2016-06-02,8,10.8297,15.07683,2.8537,2.2814,33.50811473,20.2,168,17,6,4,1.6,23.7,186,5.5,51,1.4,8.5,-1.091375177,8.31683168316832,5.75,7.84810126582278,6.64705882352941
2016-06-02,9,10.8181,15.08723,2.8632,2.4108,33.48767389,20,157.4,12,7,2,1.6,23.7,186,5.5,51,1.4,8.5,-1.091375177,7.87,9.5,7.84810126582278,6.64705882352941
2016-06-02,9.3,10.8138,15.07684,2.8118,2.2332,33.55196681,NA,NA,NA,NA,NA,NA,23.7,186,5.5,51,1.4,8.5,-1.091375177,NA,NA,7.84810126582278,6.64705882352941
2016-06-03,0.1,25.3021,9.38212,2.1944,1.6359,31.65889072,17.5,172.9,13,4.5,8,2.1,25.7,195.5,5.25,53.5,1.4,9.25,NA,9.88,2.1875,7.60700389105058,6.35135135135135
2016-06-03,1,23.9725,10.0436,2.0123,1.7976,31.77066729,NA,NA,NA,NA,NA,NA,25.7,195.5,5.25,53.5,1.4,9.25,NA,NA,NA,7.60700389105058,6.35135135135135
2016-06-03,1.6,20.9453,11.88571,2.6954,1.6472,32.39173659,19.9,201.9,6,2.5,7.5,1.7,25.7,195.5,5.25,53.5,1.4,9.25,NA,10.1457286432161,1.13333333333333,7.60700389105058,6.35135135135135
2016-06-03,2.8,18.1868,12.00132,2.662,1.9229,33.03349929,NA,NA,NA,NA,NA,NA,25.7,195.5,5.25,53.5,1.4,9.25,NA,NA,NA,7.60700389105058,6.35135135135135
2016-06-03,3.8,15.8863,10.59951,3.5013,1.9224,34.18874008,15.4,204,11.5,3.5,7,1.75,25.7,195.5,5.25,53.5,1.4,9.25,NA,13.2467532467532,2.14285714285714,7.60700389105058,6.35135135135135
2016-06-03,5,14.1474,8.74681,3.8815,2.2667,34.14861885,20.7,157.4,13.5,2.5,11,1.95,25.7,195.5,5.25,53.5,1.4,9.25,NA,7.60386473429952,1.45454545454545,7.60700389105058,6.35135135135135
2016-06-03,5.2,13.8769,8.67791,4.1512,2.1344,34.19541029,NA,NA,NA,NA,NA,NA,25.7,195.5,5.25,53.5,1.4,9.25,NA,NA,NA,7.60700389105058,6.35135135135135
2016-06-03,5.5,13.265,7.41513,3.6844,2.6637,34.14688704,29.2,NA,NA,NA,NA,NA,25.7,195.5,5.25,53.5,1.4,9.25,NA,NA,NA,7.60700389105058,6.35135135135135
2016-06-03,5.8,12.208,8.90542,3.6358,3.0907,35.08528162,NA,NA,NA,NA,NA,NA,25.7,195.5,5.25,53.5,1.4,9.25,NA,NA,NA,7.60700389105058,6.35135135135135
2016-06-03,6,11.1151,14.61365,3.3981,3.5832,33.84883753,NA,170,6,2,5,1.5,25.7,195.5,5.25,53.5,1.4,9.25,NA,NA,1.6,7.60700389105058,6.35135135135135
2016-06-03,6.2,11.013,14.85889,2.9756,2.978,33.80320593,23.3,181.35,7.5,4,6.5,1.5,25.7,195.5,5.25,53.5,1.4,9.25,NA,7.78326180257511,1.76923076923077,7.60700389105058,6.35135135135135
2016-06-03,8,10.921,15.02916,2.638,2.2355,33.70047727,21.9,168,13.5,6,4.5,1.55,25.7,195.5,5.25,53.5,1.4,9.25,NA,7.67123287671233,4.33333333333333,7.60700389105058,6.35135135135135
2016-06-03,9,10.9149,15.05713,2.6173,2.2129,33.80972381,21.8,155.4,10,7,3,1.55,25.7,195.5,5.25,53.5,1.4,9.25,NA,7.12844036697248,5.66666666666667,7.60700389105058,6.35135135135135
2016-06-03,9.3,10.8894,15.07503,2.46,2.3719,33.79867917,NA,NA,NA,NA,NA,NA,25.7,195.5,5.25,53.5,1.4,9.25,NA,NA,NA,7.60700389105058,6.35135135135135
2016-06-06,0.1,24.8969,7.30242,1.3515,2.2559,31.6846878,19.5,193.4,15,4,6,1.9,27.7,205,5,56,1.4,10,-0.932858925,9.91794871794872,3.16666666666667,7.40072202166065,6.1
2016-06-06,1,24.4569,7.32079,1.7178,2.1864,32.01968593,NA,NA,NA,NA,NA,NA,27.7,205,5,56,1.4,10,-0.932858925,NA,NA,7.40072202166065,6.1
2016-06-06,1.6,22.9721,8.62043,2.4183,2.1448,32.88707548,21.45,232.8,5,2,8,1.7,27.7,205,5,56,1.4,10,-0.932858925,10.8531468531469,0.875,7.40072202166065,6.1
2016-06-06,2.8,18.6797,12.22115,3.5514,2.0529,33.10238361,NA,NA,NA,NA,NA,NA,27.7,205,5,56,1.4,10,-0.932858925,NA,NA,7.40072202166065,6.1
2016-06-06,3.8,16.4542,10.89983,3.8908,2.2972,34.1436043,19.6,210,13,4,7,1.6,27.7,205,5,56,1.4,10,-0.932858925,10.7142857142857,2.42857142857143,7.40072202166065,6.1
2016-06-06,5,13.7694,6.98035,3.3171,2.7992,35.40446455,20.85,166.4,13,1,15,1.7,27.7,205,5,56,1.4,10,-0.932858925,7.98081534772182,0.933333333333333,7.40072202166065,6.1
2016-06-06,5.2,13.4551,6.71405,3.0285,3.064,35.37622387,NA,NA,NA,NA,NA,NA,27.7,205,5,56,1.4,10,-0.932858925,NA,NA,7.40072202166065,6.1
2016-06-06,5.5,12.8677,6.84477,2.8407,3.5016,35.30647638,27.13333333,NA,NA,NA,NA,NA,27.7,205,5,56,1.4,10,-0.932858925,NA,NA,7.40072202166065,6.1
2016-06-06,5.8,12.1727,8.5785,2.5365,3.2516,34.98545169,NA,NA,NA,NA,NA,NA,27.7,205,5,56,1.4,10,-0.932858925,NA,NA,7.40072202166065,6.1
2016-06-06,6,11.4399,14.64679,2.3704,3.0943,34.3140908,NA,NA,NA,NA,NA,NA,27.7,205,5,56,1.4,10,-0.932858925,NA,NA,7.40072202166065,6.1
2016-06-06,6.2,11.2665,14.80658,2.1622,2.8429,34.0838413,22.6,193,10,6,5,1.6,27.7,205,5,56,1.4,10,-0.932858925,8.53982300884956,3.2,7.40072202166065,6.1
2016-06-06,8,11.1235,15.13784,1.8985,2.1228,34.12030891,22.95,168,10,6,5,1.5,27.7,205,5,56,1.4,10,-0.932858925,7.3202614379085,3.2,7.40072202166065,6.1
2016-06-06,9,11.1332,15.1364,1.99,2.1579,34.12446664,21.15,153.4,8,7,4,1.5,27.7,205,5,56,1.4,10,-0.932858925,7.25295508274232,3.75,7.40072202166065,6.1
2016-06-06,9.3,11.1332,15.1364,1.99,2.1579,34.12446664,NA,NA,NA,NA,NA,NA,27.7,205,5,56,1.4,10,-0.932858925,NA,NA,7.40072202166065,6.1
2016-06-07,0.1,24.8378,8.82038,0.8579,13.5268,32.74640502,21.5,198.55,12.75,4.75,7,1.95,25.625,197.75,5,54.5,1.4125,10.375,NA,9.23488372093023,2.5,7.71707317073171,5.73493975903614
2016-06-07,1,24.1378,8.44322,1.3284,1.6655,32.83467102,NA,NA,NA,NA,NA,NA,25.625,197.75,5,54.5,1.4125,10.375,NA,NA,NA,7.71707317073171,5.73493975903614
2016-06-07,1.6,23.3932,7.81521,1.6441,1.4848,33.17666383,23,229.1,5.5,2.25,9.25,1.75,25.625,197.75,5,54.5,1.4125,10.375,NA,9.96086956521739,0.837837837837838,7.71707317073171,5.73493975903614
2016-06-07,2.8,19.6445,9.6455,2.8751,1.3856,34.61552476,NA,NA,NA,NA,NA,NA,25.625,197.75,5,54.5,1.4125,10.375,NA,NA,NA,7.71707317073171,5.73493975903614
2016-06-07,3.8,16.1414,10.67216,3.6961,1.6892,34.25091677,23.8,219.75,11.5,3.5,8.75,1.7,25.625,197.75,5,54.5,1.4125,10.375,NA,9.23319327731092,1.71428571428571,7.71707317073171,5.73493975903614
2016-06-07,5,13.405,6.6307,3.4394,2.3206,35.42650785,21,183.55,5,3,5,1.6,25.625,197.75,5,54.5,1.4125,10.375,NA,8.74047619047619,1.6,7.71707317073171,5.73493975903614
2016-06-07,5.2,12.8729,7.25407,2.998,2.8037,35.05300991,NA,NA,NA,NA,NA,NA,25.625,197.75,5,54.5,1.4125,10.375,NA,NA,NA,7.71707317073171,5.73493975903614
2016-06-07,5.5,12.0153,12.30451,2.8404,2.7294,34.75845222,25.06666667,NA,NA,NA,NA,NA,25.625,197.75,5,54.5,1.4125,10.375,NA,NA,NA,7.71707317073171,5.73493975903614
2016-06-07,5.8,11.5083,14.62291,2.472,2.501,34.04285816,NA,NA,NA,NA,NA,NA,25.625,197.75,5,54.5,1.4125,10.375,NA,NA,NA,7.71707317073171,5.73493975903614
2016-06-07,6,11.3884,14.93274,2.2528,2.2549,34.02726964,NA,NA,NA,NA,NA,NA,25.625,197.75,5,54.5,1.4125,10.375,NA,NA,NA,7.71707317073171,5.73493975903614
2016-06-07,6.2,11.3597,15.01441,2.1655,2.0173,34.01073312,21.9,190.75,9,5.75,6.25,1.575,25.625,197.75,5,54.5,1.4125,10.375,NA,8.71004566210046,2.36,7.71707317073171,5.73493975903614
2016-06-07,8,11.2691,15.20414,2.033,1.6483,34.06477956,24,164,9.5,6.5,5.25,1.45,25.625,197.75,5,54.5,1.4125,10.375,NA,6.83333333333333,3.04761904761905,7.71707317073171,5.73493975903614
2016-06-07,9,11.2306,15.26488,1.9224,1.6007,34.0785129,20.5,156.55,7.25,7.25,4,1.525,25.625,197.75,5,54.5,1.4125,10.375,NA,7.63658536585366,3.625,7.71707317073171,5.73493975903614
2016-06-07,9.3,11.2173,15.20374,2.0736,1.6458,34.06984642,NA,NA,NA,NA,NA,NA,25.625,197.75,5,54.5,1.4125,10.375,NA,NA,NA,7.71707317073171,5.73493975903614
2016-06-08,0.1,23.6114,7.29051,1.6522,1.8789,32.10764737,20.6,203.7,10.5,5.5,8,2,23.55,190.5,5,53,1.425,10.75,-1.122399582,9.8883495145631,2,8.08917197452229,5.3953488372093
2016-06-08,1,23.567,8.16947,2.6212,2.0401,32.41170201,NA,NA,NA,NA,NA,NA,23.55,190.5,5,53,1.425,10.75,-1.122399582,NA,NA,8.08917197452229,5.3953488372093
2016-06-08,1.6,23.2311,8.12285,3.8863,2.0428,32.70817818,22.5,225.4,6,2.5,10.5,1.8,23.55,190.5,5,53,1.425,10.75,-1.122399582,10.0177777777778,0.80952380952381,8.08917197452229,5.3953488372093
2016-06-08,2.8,18.7897,12.10197,2.8264,2.2027,34.15253049,NA,NA,NA,NA,NA,NA,23.55,190.5,5,53,1.425,10.75,-1.122399582,NA,NA,8.08917197452229,5.3953488372093
2016-06-08,3.8,15.7023,9.85604,4.3871,1.7669,34.54784381,22.06666667,229.5,10,3,10.5,1.8,23.55,190.5,5,53,1.425,10.75,-1.122399582,10.4003021132326,1.23809523809524,8.08917197452229,5.3953488372093
2016-06-08,5,13.3876,6.68391,3.1621,2.8391,35.49523366,22.16666667,200.7,5.666666667,2.666666667,7.333333333,1.666666667,23.55,190.5,5,53,1.425,10.75,-1.122399582,9.05413533698434,1.1363636365062,8.08917197452229,5.3953488372093
2016-06-08,5.2,13.0104,6.66199,2.8162,2.95,35.63197855,NA,NA,NA,NA,NA,NA,23.55,190.5,5,53,1.425,10.75,-1.122399582,NA,NA,8.08917197452229,5.3953488372093
2016-06-08,5.5,12.5001,7.57614,2.6301,2.814,35.70527002,23,NA,NA,NA,NA,NA,23.55,190.5,5,53,1.425,10.75,-1.122399582,NA,NA,8.08917197452229,5.3953488372093
2016-06-08,5.8,11.6633,13.5244,2.4531,2.8177,34.96952235,NA,NA,NA,NA,NA,NA,23.55,190.5,5,53,1.425,10.75,-1.122399582,NA,NA,8.08917197452229,5.3953488372093
2016-06-08,6,11.4297,14.6868,2.3731,2.6007,34.56988752,NA,NA,NA,NA,NA,NA,23.55,190.5,5,53,1.425,10.75,-1.122399582,NA,NA,8.08917197452229,5.3953488372093
2016-06-08,6.2,11.341,15.02268,2.1245,2.3132,34.53673464,23.4,188.5,8,5.5,7.5,1.55,23.55,190.5,5,53,1.425,10.75,-1.122399582,8.05555555555556,1.8,8.08917197452229,5.3953488372093
2016-06-08,8,11.2686,15.30582,1.9926,1.7366,34.51856374,24.36666667,160,9,7,5.5,1.4,23.55,190.5,5,53,1.425,10.75,-1.122399582,6.56634746832198,2.90909090909091,8.08917197452229,5.3953488372093
2016-06-08,9,11.2566,15.32835,1.9255,1.7343,34.52281818,22.26666667,159.7,6.5,7.5,4,1.55,23.55,190.5,5,53,1.425,10.75,-1.122399582,7.17215568754908,3.5,8.08917197452229,5.3953488372093
2016-06-08,9.3,11.2558,15.32823,1.8383,1.7347,34.60531537,NA,NA,NA,NA,NA,NA,23.55,190.5,5,53,1.425,10.75,-1.122399582,NA,NA,8.08917197452229,5.3953488372093
2016-06-09,0.1,21.8237,7.80187,2.047,2.2769,32.28809235,19.7,208.85,8.25,6.25,9,2.05,21.475,183.25,5,51.5,1.4375,11.125,NA,10.6015228426396,1.61111111111111,8.53317811408615,5.07865168539326
2016-06-09,1,21.8725,7.01375,1.8856,2.2822,32.50642545,NA,NA,NA,NA,NA,NA,21.475,183.25,5,51.5,1.4375,11.125,NA,NA,NA,8.53317811408615,5.07865168539326
2016-06-09,1.6,21.8864,6.70092,2.2495,2.286,32.52408237,22,221.7,6.5,2.75,11.75,1.85,21.475,183.25,5,51.5,1.4375,11.125,NA,10.0772727272727,0.787234042553192,8.53317811408615,5.07865168539326
2016-06-09,2.8,18.9187,12.81261,3.4461,2.0205,33.56976071,NA,NA,NA,NA,NA,NA,21.475,183.25,5,51.5,1.4375,11.125,NA,NA,NA,8.53317811408615,5.07865168539326
2016-06-09,3.8,16.8582,12.03532,4.3817,1.7456,34.34736747,20.33333333,239.25,8.5,2.5,12.25,1.9,21.475,183.25,5,51.5,1.4375,11.125,NA,11.7663934445519,0.897959183673469,8.53317811408615,5.07865168539326
2016-06-09,5,13.9009,6.37962,3.8292,3.569,36.59868002,23.33333333,217.85,6.333333333,2.333333333,9.666666667,1.733333333,21.475,183.25,5,51.5,1.4375,11.125,NA,9.33642857276235,0.89655172403805,8.53317811408615,5.07865168539326
2016-06-09,5.2,13.6085,5.9573,3.4558,3.5734,36.45989663,NA,NA,NA,NA,NA,NA,21.475,183.25,5,51.5,1.4375,11.125,NA,NA,NA,8.53317811408615,5.07865168539326
2016-06-09,5.5,12.8891,6.47537,3.1158,3.2917,35.74195804,26.7,NA,NA,NA,NA,NA,21.475,183.25,5,51.5,1.4375,11.125,NA,NA,NA,8.53317811408615,5.07865168539326
2016-06-09,5.8,12.1409,8.55309,2.7707,2.9115,35.49026998,NA,NA,NA,NA,NA,NA,21.475,183.25,5,51.5,1.4375,11.125,NA,NA,NA,8.53317811408615,5.07865168539326
2016-06-09,6,11.7296,12.38063,2.5408,2.5677,35.33931333,NA,NA,NA,NA,NA,NA,21.475,183.25,5,51.5,1.4375,11.125,NA,NA,NA,8.53317811408615,5.07865168539326
2016-06-09,6.2,11.4627,14.36727,2.4703,2.4567,34.4162611,24.9,186.25,7,5.25,8.75,1.525,21.475,183.25,5,51.5,1.4375,11.125,NA,7.47991967871486,1.4,8.53317811408615,5.07865168539326
2016-06-09,8,11.3204,15.18656,2.2139,1.9413,34.49562137,24.73333333,156,8.5,7.5,5.75,1.35,21.475,183.25,5,51.5,1.4375,11.125,NA,6.30727762888238,2.78260869565217,8.53317811408615,5.07865168539326
2016-06-09,9,11.3054,15.24224,2.0866,1.8702,34.64636352,24.03333333,162.85,5.75,7.75,4,1.575,21.475,183.25,5,51.5,1.4375,11.125,NA,6.77600554879001,3.375,8.53317811408615,5.07865168539326
2016-06-09,9.3,11.3023,15.21935,2.0481,1.8367,34.5713533,NA,NA,NA,NA,NA,NA,21.475,183.25,5,51.5,1.4375,11.125,NA,NA,NA,8.53317811408615,5.07865168539326
2016-06-13,0.1,23.2914,5.73603,1.1124,1.484,33.77300709,18.8,214,6,7,10,2.1,19.4,176,5,50,1.45,11.5,-1.25691578,11.3829787234043,1.3,9.07216494845361,4.78260869565217
2016-06-13,1,23.3888,6.52242,1.5957,1.4868,33.61316794,20.6,NA,NA,NA,NA,NA,19.4,176,5,50,1.45,11.5,-1.25691578,NA,NA,9.07216494845361,4.78260869565217
2016-06-13,1.6,23.3261,8.35542,2.2113,1.5435,33.54680845,NA,218,7,3,13,1.9,19.4,176,5,50,1.45,11.5,-1.25691578,NA,0.769230769230769,9.07216494845361,4.78260869565217
2016-06-13,2.8,19.4158,13.34796,2.9363,2.0236,34.65023208,21.5,NA,NA,NA,NA,NA,19.4,176,5,50,1.45,11.5,-1.25691578,NA,NA,9.07216494845361,4.78260869565217
2016-06-13,3.8,17.2206,12.12377,5.7988,1.805,35.23886385,NA,249,7,2,14,2,19.4,176,5,50,1.45,11.5,-1.25691578,NA,0.642857142857143,9.07216494845361,4.78260869565217
2016-06-13,5,13.9289,5.8949,4.8382,2.6107,37.19759806,18.6,235,7,2,12,1.8,19.4,176,5,50,1.45,11.5,-1.25691578,12.6344086021505,0.75,9.07216494845361,4.78260869565217
2016-06-13,5.2,13.3475,6.70621,4.1023,2.8166,37.04997156,24.5,NA,NA,NA,NA,NA,19.4,176,5,50,1.45,11.5,-1.25691578,NA,NA,9.07216494845361,4.78260869565217
2016-06-13,5.5,12.1433,11.531,3.3214,3.0109,35.88701366,24,NA,NA,NA,NA,NA,19.4,176,5,50,1.45,11.5,-1.25691578,NA,NA,9.07216494845361,4.78260869565217
2016-06-13,5.8,11.6643,13.96796,2.8994,2.6831,35.21219236,30.4,NA,NA,NA,NA,NA,19.4,176,5,50,1.45,11.5,-1.25691578,NA,NA,9.07216494845361,4.78260869565217
2016-06-13,6,11.5913,14.22549,2.4959,2.2828,35.05917773,NA,NA,NA,NA,NA,NA,19.4,176,5,50,1.45,11.5,-1.25691578,NA,NA,9.07216494845361,4.78260869565217
2016-06-13,6.2,11.5874,14.25625,2.0028,1.7671,35.11118977,NA,184,6,5,10,1.5,19.4,176,5,50,1.45,11.5,-1.25691578,NA,1.1,9.07216494845361,4.78260869565217
2016-06-13,8,11.5267,14.3876,2.0025,1.8059,35.00916981,26.4,152,8,8,6,1.3,19.4,176,5,50,1.45,11.5,-1.25691578,5.75757575757576,2.66666666666667,9.07216494845361,4.78260869565217
2016-06-13,9,11.5128,14.36562,1.9617,1.7042,34.91101389,25.1,166,5,8,4,1.6,19.4,176,5,50,1.45,11.5,-1.25691578,6.61354581673307,3.25,9.07216494845361,4.78260869565217
2016-06-13,9.3,11.5097,14.38454,1.9853,1.5311,35.08481552,22.4,NA,NA,NA,NA,NA,19.4,176,5,50,1.45,11.5,-1.25691578,NA,NA,9.07216494845361,4.78260869565217
2016-06-20,0.1,24.8002,9.09661,1.5726,1.8642,33.72329316,25.8,140.4,3,3,7,2.1,31.5,254,5,48.5,1.4625,11.875,-1.105319328,5.44186046511628,0.857142857142857,8.06349206349206,4.50526315789474
2016-06-20,1,24.245,9.23437,1.6471,1.9461,33.62636601,NA,NA,NA,NA,NA,NA,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,NA,8.06349206349206,4.50526315789474
2016-06-20,1.6,23.6935,9.18821,2.1818,1.9716,33.53236979,19.7,231,5,2,10,1.9,31.5,254,5,48.5,1.4625,11.875,-1.105319328,11.7258883248731,0.7,8.06349206349206,4.50526315789474
2016-06-20,2.8,21.6543,12.92136,3.8987,4.0803,34.90930049,NA,NA,NA,NA,NA,NA,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,NA,8.06349206349206,4.50526315789474
2016-06-20,3.8,17.9427,13.00317,12.9279,2.3238,35.57927626,19.86666667,240,9,1,14,2.2,31.5,254,5,48.5,1.4625,11.875,-1.105319328,12.0805369107247,0.714285714285714,8.06349206349206,4.50526315789474
2016-06-20,5,13.9012,5.78352,5.4571,2.1963,37.76440493,NA,220.475,8,3,8,1.7,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,1.375,8.06349206349206,4.50526315789474
2016-06-20,5.2,13.5895,6.22989,4.4277,2.2942,37.4833371,19.1,NA,NA,NA,NA,NA,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,NA,8.06349206349206,4.50526315789474
2016-06-20,5.5,13.0616,7.18116,3.9523,2.0053,37.28334057,22.86666667,NA,NA,NA,NA,NA,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,NA,8.06349206349206,4.50526315789474
2016-06-20,5.8,12.3036,11.94899,3.1328,1.8741,36.5688427,NA,NA,NA,NA,NA,NA,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,NA,8.06349206349206,4.50526315789474
2016-06-20,6,11.9685,13.38541,3.2692,1.7,36.61904197,30.4,NA,NA,NA,NA,NA,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,NA,8.06349206349206,4.50526315789474
2016-06-20,6.2,11.889,13.62863,2.4467,1.4309,36.36998404,NA,196.8,11,4,5,1.5,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,3,8.06349206349206,4.50526315789474
2016-06-20,8,11.8384,13.72391,2.0931,1.2698,36.33307198,NA,198,18,7,7,1.3,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,3.57142857142857,8.06349206349206,4.50526315789474
2016-06-20,9,11.8215,13.73292,2.064,1.3019,36.5361414,24.7,191.4,21,9,6,1.4,31.5,254,5,48.5,1.4625,11.875,-1.105319328,7.74898785425101,5,8.06349206349206,4.50526315789474
2016-06-20,9.3,11.8215,13.73292,2.064,1.3019,36.5361414,22.43333333,NA,NA,NA,NA,NA,31.5,254,5,48.5,1.4625,11.875,-1.105319328,NA,NA,8.06349206349206,4.50526315789474
2016-06-23,0.1,23.382,7.09989,4.2377,1.5744,33.45707991,24.93333333,150.4,4.666666667,3,7,2.066666667,30,233,5,47,1.475,12.25,NA,6.03208556230376,1.09523809528571,7.76666666666667,4.24489795918367
2016-06-23,1,23.4254,6.8335,4.3883,1.675,33.39640212,NA,NA,NA,NA,NA,NA,30,233,5,47,1.475,12.25,NA,NA,NA,7.76666666666667,4.24489795918367
2016-06-23,1.6,23.4545,7.0032,4.247,1.6576,33.56320286,18.8,220,4.666666667,2.333333333,9.333333333,1.933333333,30,233,5,47,1.475,12.25,NA,11.7021276595745,0.750000000026786,7.76666666666667,4.24489795918367
2016-06-23,2.8,22.3511,9.31139,4.3474,1.5519,34.69860487,NA,NA,NA,NA,NA,NA,30,233,5,47,1.475,12.25,NA,NA,NA,7.76666666666667,4.24489795918367
2016-06-23,3.8,18.8164,12.65973,8.4071,2.4938,36.15964445,18.23333333,236.3333333,7.333333333,1.666666667,12,2.166666667,30,233,5,47,1.475,12.25,NA,12.9616087756785,0.75,7.76666666666667,4.24489795918367
2016-06-23,5,14.3384,5.40887,10.2966,2.4799,38.30459244,NA,205.95,7,3.666666667,6.666666667,1.666666667,30,233,5,47,1.475,12.25,NA,NA,1.59999999997,7.76666666666667,4.24489795918367
2016-06-23,5.2,13.8899,5.6664,8.9241,2.4976,38.54215938,19.6,NA,NA,NA,NA,NA,30,233,5,47,1.475,12.25,NA,NA,NA,7.76666666666667,4.24489795918367
2016-06-23,5.5,13.366,6.36112,6.2759,2.5134,38.49789133,21.23333333,NA,NA,NA,NA,NA,30,233,5,47,1.475,12.25,NA,NA,NA,7.76666666666667,4.24489795918367
2016-06-23,5.8,12.8915,8.56688,4.6652,2.2672,38.09605912,NA,NA,NA,NA,NA,NA,30,233,5,47,1.475,12.25,NA,NA,NA,7.76666666666667,4.24489795918367
2016-06-23,6,12.3648,12.34792,4.1591,2.2803,37.90360755,30.4,NA,NA,NA,NA,NA,30,233,5,47,1.475,12.25,NA,NA,NA,7.76666666666667,4.24489795918367
2016-06-23,6.2,12.0821,13.08883,3.7508,2.209,37.40459423,NA,201.2333333,21,7.666666667,5,1.6,30,233,5,47,1.475,12.25,NA,NA,5.7333333334,7.76666666666667,4.24489795918367
2016-06-23,8,11.9638,13.26219,2.0541,1.5722,37.24563972,NA,203.0666667,22.66666667,9,6,1.4,30,233,5,47,1.475,12.25,NA,NA,5.27777777833333,7.76666666666667,4.24489795918367
2016-06-23,9,11.9453,13.28517,2.0573,1.7815,37.36038581,23,197.0666667,27.33333333,11.33333333,5.666666667,1.5,30,233,5,47,1.475,12.25,NA,8.56811594347826,6.82352941018685,7.76666666666667,4.24489795918367
2016-06-23,9.3,11.9377,13.20932,1.979,1.6771,37.37704945,22.46666667,NA,NA,NA,NA,NA,30,233,5,47,1.475,12.25,NA,NA,NA,7.76666666666667,4.24489795918367
2016-06-26,0.1,24.5176,7.27085,2.9413,1.6667,33.16385748,24.06666667,160.4,6.333333333,3,7,2.033333333,28.5,212,5,45.5,1.4875,12.625,NA,6.66481994367523,1.33333333328571,7.43859649122807,4
2016-06-26,1,24.342,8.11403,3.2106,1.6476,33.13906717,NA,NA,NA,NA,NA,NA,28.5,212,5,45.5,1.4875,12.625,NA,NA,NA,7.43859649122807,4
2016-06-26,1.6,24.1965,8.41347,3.7335,1.7631,33.12350649,17.9,209,4.333333333,2.666666667,8.666666667,1.966666667,28.5,212,5,45.5,1.4875,12.625,NA,11.6759776536313,0.807692307661243,7.43859649122807,4
2016-06-26,2.8,20.9669,9.33881,4.732,2.3317,36.32798822,NA,NA,NA,NA,NA,NA,28.5,212,5,45.5,1.4875,12.625,NA,NA,NA,7.43859649122807,4
2016-06-26,3.8,17.8792,9.70202,8.4214,2.4781,36.65108081,16.6,232.6666667,5.666666667,2.333333333,10,2.133333333,28.5,212,5,45.5,1.4875,12.625,NA,14.0160642590361,0.8,7.43859649122807,4
2016-06-26,5,14.1839,4.84826,7.7128,2.1722,39.47630192,NA,191.425,6,4.333333333,5.333333333,1.633333333,28.5,212,5,45.5,1.4875,12.625,NA,NA,1.93750000005859,7.43859649122807,4
